age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
3,4,9802,11,8,2,7,0,4,1,0,0,39,39,0
0,0,21689,1,6,4,0,3,4,0,0,0,4,39,0
2,4,17399,11,8,4,7,3,2,0,0,0,39,39,0
28,5,16232,15,9,2,3,0,4,1,0,0,54,39,2
43,4,20799,11,8,2,3,0,4,1,0,0,39,39,2
25,4,16275,7,11,2,4,0,2,1,0,0,39,0,2
27,6,20013,11,8,2,12,5,4,0,0,0,39,39,2
23,4,3202,8,10,2,7,0,1,1,0,0,39,39,2
13,4,13816,11,8,2,4,5,4,0,0,0,39,39,0
21,4,25898,15,9,2,14,0,2,1,0,0,49,39,0
6,4,2230,11,8,2,14,0,4,1,0,0,59,39,0
15,0,6775,15,9,2,0,0,4,1,0,0,39,39,0
27,4,6878,7,11,4,5,3,4,1,0,0,39,39,0
37,2,23362,11,8,2,14,0,2,1,0,0,39,39,0
15,4,8458,9,12,2,10,0,4,1,0,0,49,39,0
33,4,15711,3,1,3,3,4,4,1,0,0,39,39,0
7,4,12375,9,12,4,13,1,4,0,0,0,19,39,0
20,4,7927,11,8,2,1,5,4,0,0,0,59,39,0
35,4,1038,11,8,0,14,4,4,1,0,0,39,39,0
21,4,880,15,9,2,14,0,4,1,0,0,39,39,0
32,4,15620,12,13,2,4,0,4,1,0,55,44,39,2
13,4,7119,9,12,2,13,5,4,0,0,0,15,39,2
43,4,16879,15,9,4,10,4,4,1,0,0,39,39,2
5,0,9135,15,9,4,0,3,4,1,0,0,39,39,0
18,4,23180,11,8,4,3,1,4,1,0,0,39,39,0
13,4,24054,11,8,4,14,1,4,1,0,0,59,39,0
50,4,1912,8,10,0,8,1,4,0,0,0,23,39,0
29,4,22867,9,12,4,3,1,4,0,0,0,39,39,0
0,4,17977,6,4,4,8,1,4,1,0,0,5,39,0
5,4,22984,15,9,4,6,3,4,1,0,0,29,39,0
10,4,11290,0,5,4,8,1,4,1,0,0,39,39,0
6,4,16322,11,8,4,8,4,4,0,0,0,34,39,0
16,4,6325,7,11,2,3,0,4,1,0,0,44,32,0
26,6,12465,15,9,2,3,0,4,1,0,0,19,39,0
11,7,3066,9,12,4,10,1,4,1,0,0,19,39,0
24,4,15740,11,8,3,3,4,4,0,0,0,39,39,0
35,0,22459,2,7,4,0,2,2,1,3,0,39,39,0
8,4,15186,15,9,3,1,3,2,0,0,0,19,39,0
46,0,27096,3,1,2,0,0,4,1,0,0,34,39,0
42,2,23270,11,8,2,14,0,4,1,0,0,44,39,0
28,2,11661,9,12,0,10,4,4,0,0,0,39,39,0
21,4,4290,9,12,2,12,0,4,1,112,0,59,39,2
23,4,25778,11,8,4,8,1,4,0,0,0,34,39,0
29,1,26458,11,8,0,1,1,4,1,0,0,39,39,0
18,4,697,7,11,4,4,1,4,0,0,0,59,39,0
17,4,14812,11,8,0,10,4,4,0,0,0,24,39,0
16,4,13515,9,12,4,3,3,4,1,0,0,19,39,0
24,4,25597,11,8,0,1,4,4,0,0,0,35,39,0
3,4,21906,15,9,4,7,3,4,1,0,0,39,39,0
6,4,27130,4,2,4,8,3,4,1,0,0,39,8,0
9,4,2773,15,9,4,10,1,4,0,0,0,34,39,0
55,0,24033,11,8,2,0,0,4,1,0,0,19,39,0
6,2,24919,11,8,4,5,1,4,1,0,0,39,31,0
45,2,6589,11,8,2,14,0,4,1,0,0,39,39,0
35,4,1876,15,9,2,1,0,4,1,0,0,39,39,0
41,4,13894,15,9,0,8,4,4,0,0,0,41,10,0
8,4,13905,9,12,4,12,1,4,0,0,0,39,39,0
7,4,26849,9,12,4,4,1,2,1,0,0,39,39,0
2,4,21100,15,9,4,11,3,4,1,0,0,7,39,0
26,4,6359,15,9,2,4,0,4,1,0,0,39,39,0
30,2,28207,11,8,5,1,4,2,0,0,0,39,39,0
22,4,4363,11,8,0,8,4,4,0,0,0,39,39,0
32,4,9331,8,10,3,6,4,4,1,0,14,41,39,0
36,0,21234,4,2,6,0,4,2,0,0,0,29,39,0
15,4,1150,8,10,4,3,1,4,1,0,0,44,39,0
17,4,25363,15,9,2,10,0,4,1,0,0,49,39,2
11,4,15135,11,8,0,3,1,4,1,0,0,44,39,0
40,0,18938,8,10,6,0,4,4,0,0,0,37,39,0
8,4,22178,15,9,4,1,1,0,0,0,0,19,39,0
3,0,18248,15,9,4,0,3,4,1,0,0,23,39,0
4,0,17135,15,9,4,0,4,4,0,0,0,34,39,0
17,4,5918,9,12,2,10,0,4,1,0,0,49,39,2
21,5,4946,9,12,2,4,0,4,1,112,0,78,39,2
33,4,16088,11,8,2,4,0,4,1,98,0,49,39,2
7,2,21012,15,9,0,6,1,2,1,0,0,49,39,0
20,2,14626,15,9,2,13,0,4,1,0,0,44,39,2
27,4,13488,15,9,0,7,4,4,1,0,0,57,39,2
11,4,3956,15,9,2,12,5,4,0,0,0,39,39,0
25,4,18859,9,12,2,4,0,4,1,0,0,39,39,2
57,4,4952,15,9,0,1,1,4,0,0,0,8,39,0
21,6,15270,11,8,2,3,0,4,1,0,0,49,39,0
27,6,16965,12,13,2,10,0,4,1,0,0,39,39,0
27,4,6055,1,6,0,7,4,3,0,0,0,45,33,0
9,4,5975,11,8,4,7,1,4,1,0,0,39,39,0
19,4,16215,11,8,2,8,0,2,1,0,0,39,39,0
24,4,5228,7,11,2,4,5,4,0,0,0,49,39,2
50,4,19752,14,14,2,10,0,4,1,115,0,47,39,2
22,2,17543,2,7,2,13,0,4,1,0,0,49,39,0
40,4,15352,3,1,6,9,1,2,0,0,0,29,39,0
12,4,5289,8,10,5,3,1,4,1,0,0,39,39,0
14,5,1442,9,12,4,5,1,4,0,0,0,44,39,0
17,0,15222,11,8,4,0,4,2,0,0,0,39,39,0
27,4,17825,15,9,2,14,0,4,1,0,0,39,39,0
12,4,8594,10,15,4,10,3,4,1,0,0,39,39,0
13,4,20263,15,9,4,6,4,4,0,0,0,39,39,0
10,4,11605,11,8,4,14,1,4,1,0,0,39,39,0
10,4,16869,15,9,2,12,0,4,1,0,0,49,39,0
15,4,3849,11,8,4,6,1,4,0,0,0,44,39,0
41,4,2068,0,5,2,8,5,4,0,0,0,7,39,0
18,2,19880,15,9,2,11,0,4,1,0,0,39,39,0
4,4,21724,11,8,4,6,3,4,1,0,0,35,39,0
11,4,14468,15,9,4,3,4,4,1,0,0,39,39,0
29,6,20847,15,9,0,4,1,4,1,0,0,49,39,0
19,6,273,11,8,5,8,4,4,0,0,0,39,39,0
55,4,17268,1,6,6,1,4,4,0,0,0,39,39,0
18,4,19557,11,8,2,7,5,2,0,0,0,39,39,0
16,1,24719,8,10,0,3,4,2,0,0,0,39,39,2
52,4,8782,1,6,4,7,1,4,0,0,0,39,39,0
18,4,2271,11,8,2,7,0,4,1,0,0,39,39,0
14,4,24849,11,8,5,1,4,4,0,0,0,19,0,0
17,4,9964,11,8,2,13,5,4,0,0,0,31,39,0
13,4,10375,1,6,2,8,0,4,1,0,0,39,26,0
11,4,6585,9,12,4,14,1,4,1,0,0,54,39,0
37,4,18083,9,12,2,12,0,4,1,0,0,34,39,2
30,4,21989,15,9,2,10,0,4,1,0,0,49,39,2
7,4,3760,11,8,4,6,4,2,0,0,0,39,39,0
35,6,25225,9,12,2,10,0,4,1,0,0,59,39,2
3,4,292,11,8,4,6,3,0,1,0,0,47,39,0
26,5,15000,12,13,2,4,0,4,1,79,0,44,39,0
28,4,27574,5,3,5,8,4,4,0,0,0,39,26,0
12,6,6210,11,8,5,3,1,4,1,0,0,34,39,0
30,4,4055,12,13,0,4,4,4,1,0,0,41,39,0
7,4,25999,11,8,4,3,3,4,1,0,0,39,39,0
34,4,4604,11,8,2,10,0,4,1,0,0,39,39,0
0,4,20618,1,6,4,12,3,4,1,0,0,11,39,0
20,4,83,8,10,2,3,0,4,1,0,55,39,39,2
10,4,10967,10,15,4,10,1,4,0,0,0,69,39,0
12,4,25860,9,12,2,4,5,4,1,0,0,39,39,2
1,0,11809,2,7,4,0,3,4,1,0,0,24,39,0
19,6,386,7,11,0,12,4,4,0,0,0,34,39,0
41,2,23102,9,12,4,10,1,4,0,0,0,39,39,0
9,6,4001,15,9,2,3,0,4,1,0,0,44,39,0
48,0,16023,15,9,2,0,0,4,1,0,0,29,39,2
40,4,3053,11,8,2,12,0,4,1,0,0,39,39,2
42,4,16589,11,8,2,3,0,4,1,0,0,39,39,0
10,4,13989,11,8,2,7,0,4,1,0,0,39,39,0
14,6,25510,9,12,4,13,1,4,1,0,0,39,39,0
4,4,16297,15,9,4,12,3,4,0,0,0,23,39,0
12,4,921,15,9,4,1,1,4,1,0,0,59,39,0
1,4,10811,1,6,4,8,3,4,1,0,0,39,39,0
35,4,205,0,5,2,3,0,4,1,0,50,46,39,2
40,5,5463,9,12,0,10,1,4,1,0,0,78,39,0
25,0,8893,11,8,2,0,0,4,1,0,0,39,39,0
38,0,5589,11,8,2,0,5,1,0,0,0,39,39,0
43,4,1318,5,3,4,14,1,4,1,0,0,47,39,2
14,4,12163,9,12,2,10,0,4,1,98,0,39,2,2
6,4,7028,9,12,4,1,3,4,0,0,0,39,39,0
10,4,22185,11,8,4,12,3,4,1,0,0,39,39,0
6,0,4989,15,9,4,0,4,0,0,0,0,24,39,0
25,6,18218,14,14,2,10,0,4,1,0,51,49,39,2
8,4,16670,15,9,4,13,1,4,1,27,0,39,39,0
32,4,8811,9,12,4,10,1,4,0,0,0,44,39,0
15,4,20410,9,12,4,13,1,4,1,0,0,39,39,0
2,4,18494,15,9,4,1,3,4,1,0,0,27,39,0
43,4,2049,5,3,0,8,1,4,0,0,0,39,39,0
25,2,13138,6,4,2,8,0,4,1,0,0,39,39,0
18,6,15829,7,11,4,5,1,4,1,0,0,39,39,0
31,4,1669,11,8,4,1,4,2,0,0,0,36,39,0
34,4,27263,12,13,2,3,0,4,1,0,0,39,39,2
12,4,14123,11,8,4,3,1,0,1,0,0,39,39,0
19,2,25452,11,8,5,4,1,2,1,0,0,39,39,0
0,4,12317,0,5,4,8,3,4,0,0,0,20,39,0
35,4,16733,12,13,0,10,1,4,0,93,0,59,39,0
7,4,20959,11,8,4,3,1,4,1,0,0,39,39,0
7,4,21116,11,8,2,6,0,4,1,0,0,49,39,0
9,2,17575,9,12,4,10,3,4,1,6,0,39,39,0
10,4,6117,9,12,4,8,3,4,0,0,0,19,39,0
22,4,17539,11,8,4,6,3,4,1,0,0,59,39,0
13,4,26392,11,8,2,14,0,2,1,0,0,44,39,0
33,6,6596,11,8,2,4,0,4,1,0,0,31,39,0
35,5,2023,9,12,2,12,0,4,1,0,0,54,39,0
29,4,5293,14,14,2,10,0,4,1,112,0,44,39,2
6,4,15284,9,12,4,12,3,4,0,0,0,19,39,0
28,4,27847,1,6,6,8,1,2,0,0,0,19,39,0
48,4,6056,6,4,6,9,4,2,0,0,0,23,39,0
12,4,937,8,10,2,14,0,4,1,0,0,54,39,0
30,4,20554,6,4,3,6,4,4,1,0,0,39,8,0
13,4,7693,11,8,4,5,3,2,1,0,0,59,39,0
17,4,10512,11,8,2,12,0,4,1,0,0,44,39,2
21,6,22209,11,8,2,12,0,4,1,0,0,63,39,0
16,4,17279,15,9,2,4,0,4,1,0,0,39,39,2
32,4,22245,9,12,2,12,0,4,1,0,0,25,39,2
30,6,11744,15,9,4,8,4,2,0,0,0,39,39,0
32,2,7325,0,5,5,8,4,2,0,0,0,39,39,0
26,4,10584,15,9,2,3,0,4,1,112,0,59,39,2
13,4,5434,9,12,2,1,5,2,0,0,0,39,39,2
41,6,1047,11,8,2,3,0,4,1,0,0,59,39,0
2,4,21893,11,8,4,8,3,4,0,0,0,13,39,0
4,4,19281,9,12,4,6,1,4,1,0,0,39,39,0
16,4,13144,9,12,2,4,0,4,1,112,0,59,39,2
30,5,20998,4,2,2,14,0,4,1,0,0,49,5,0
35,6,23393,10,15,2,10,0,4,1,0,0,59,39,2
9,4,3351,11,8,0,3,1,4,1,0,0,54,39,0
43,4,16541,11,8,2,3,0,4,1,0,0,39,39,0
4,4,11266,15,9,4,6,3,4,1,0,0,39,39,0
19,4,15019,15,9,2,12,0,4,1,81,0,49,39,2
14,4,2354,15,9,2,3,0,4,1,0,0,44,39,0
33,5,15956,10,15,5,10,1,4,1,0,0,39,39,2
14,2,27106,11,8,0,1,4,4,0,0,0,39,39,0
54,4,3505,11,8,2,3,0,4,1,0,0,14,39,0
41,0,11005,11,8,2,0,0,4,1,0,0,49,39,0
13,7,12291,9,12,2,13,0,4,1,0,0,39,39,2
3,4,8320,15,9,4,8,3,4,1,0,0,19,39,0
7,4,28243,11,8,4,4,2,4,1,69,0,49,39,0
18,4,23538,10,15,2,10,0,1,1,0,0,39,36,2
21,7,9530,15,9,5,4,1,4,0,0,0,44,39,0
10,4,23336,11,8,4,7,3,4,0,0,0,31,39,0
12,7,3139,15,9,4,1,4,1,0,0,0,39,30,0
53,0,12010,6,4,6,0,4,4,0,8,0,14,39,0
17,4,5768,11,8,2,3,0,4,1,0,0,44,39,0
27,4,18685,5,3,2,3,0,4,1,0,0,34,39,0
26,4,12958,11,8,2,7,0,4,1,0,0,39,39,2
27,6,25266,2,7,2,6,0,2,1,0,0,39,39,2
18,4,21823,12,13,4,12,1,4,1,0,0,59,39,0
10,4,6337,15,9,4,10,1,4,1,0,0,39,39,0
26,2,15825,12,13,4,10,1,4,1,0,0,37,39,0
3,4,3661,15,9,4,12,1,4,0,0,0,24,39,0
25,4,25518,7,11,0,10,4,4,0,101,0,39,39,2
10,7,21084,15,9,2,14,0,4,1,56,0,39,39,0
25,4,20908,11,8,2,3,0,2,1,0,0,39,39,2
3,0,6655,1,6,3,0,3,1,0,0,43,39,35,0
7,4,12634,6,4,4,7,1,4,1,0,37,39,39,0
31,1,6189,15,9,0,4,1,4,1,0,0,39,39,0
0,0,3600,1,6,4,0,3,4,0,0,0,19,39,0
0,6,26381,1,6,4,5,3,4,1,0,0,9,39,0
16,4,14131,9,12,2,4,0,4,1,0,0,39,39,2
33,5,18693,11,8,2,12,0,4,1,0,0,49,39,2
5,4,20489,11,8,4,12,3,4,0,41,0,39,39,0
0,4,5336,2,7,4,8,3,4,1,0,0,15,39,0
15,4,19287,15,9,2,1,0,4,1,0,0,39,26,0
14,4,7813,11,8,4,3,1,4,1,0,0,44,39,0
41,6,17109,11,8,6,4,1,4,1,0,0,49,39,0
12,2,4380,11,8,4,11,3,4,1,0,0,47,39,0
20,4,11287,8,10,2,3,0,4,1,0,0,39,32,2
17,6,15252,11,8,2,3,0,4,1,0,0,39,39,2
6,2,27545,15,9,5,4,4,2,1,0,0,39,39,0
1,7,2555,1,6,4,1,3,4,0,0,0,4,39,0
17,4,8823,11,8,0,4,1,4,0,0,0,39,39,0
49,0,10081,5,3,4,0,1,4,1,0,0,3,39,0
28,2,4000,9,12,2,10,5,4,0,0,0,54,39,0
24,4,15933,12,13,4,4,1,4,1,0,0,34,6,0
9,4,12008,11,8,4,8,2,4,1,0,0,29,39,0
37,2,6459,15,9,2,5,0,4,1,0,0,39,39,0
7,4,9150,15,9,4,7,3,2,0,0,0,44,39,0
25,4,21882,15,9,2,10,0,4,1,0,0,49,39,0
3,4,24603,15,9,4,10,3,4,1,0,0,19,39,0
6,7,25276,9,12,4,13,1,4,0,0,0,19,39,0
8,0,16946,7,11,4,0,2,4,1,0,0,44,39,0
18,4,17069,12,13,4,10,1,4,1,0,0,59,39,2
14,4,7138,12,13,2,13,0,4,1,0,51,39,39,2
13,4,15161,9,12,4,10,3,4,0,0,0,39,31,0
2,4,27927,11,8,4,12,3,4,0,0,0,19,39,0
19,2,6231,9,12,4,10,1,4,1,0,0,49,39,0
14,4,20687,9,12,6,12,4,4,0,0,14,39,5,0
4,4,11607,15,9,4,6,3,4,1,0,0,29,39,0
14,6,3602,15,9,2,3,0,4,1,0,0,39,39,0
29,4,23687,10,15,0,10,4,4,0,118,0,64,39,2
27,4,2718,9,12,0,4,3,4,0,0,0,49,39,2
23,4,19544,2,7,2,8,0,2,1,0,0,39,23,0
28,4,20600,15,9,4,12,1,2,1,0,0,39,39,0
43,4,13453,11,8,2,3,0,4,1,0,0,34,39,0
1,4,17570,1,6,4,8,2,4,1,0,0,24,39,0
11,4,23725,9,12,2,10,0,4,1,0,0,39,39,0
19,4,3073,15,9,0,1,4,2,0,0,0,39,39,0
19,4,22462,9,12,5,10,1,4,1,0,0,39,0,0
23,4,9660,8,10,2,13,0,4,1,70,0,39,39,0
19,2,26733,9,12,0,1,4,4,0,0,0,34,16,0
14,4,23695,11,8,5,8,4,2,0,0,0,39,39,0
16,4,15800,11,8,2,7,0,4,1,0,0,39,39,0
2,7,26645,11,8,4,13,3,4,0,0,0,39,39,0
5,4,18228,15,9,4,12,3,4,0,0,0,14,39,0
17,4,18532,9,12,2,4,0,4,1,0,0,44,39,2
16,4,14131,11,8,4,8,1,4,1,0,0,39,39,0
24,4,7840,11,8,2,3,0,4,1,0,60,59,39,0
12,4,22433,9,12,4,10,1,4,1,73,0,39,39,0
33,2,1986,11,8,2,4,0,4,1,0,0,41,39,2
25,4,11393,9,12,2,4,0,4,1,95,0,44,39,2
26,4,13496,9,12,4,10,1,4,1,0,0,39,0,2
27,4,6304,11,8,2,12,5,4,0,0,0,39,39,0
3,4,23840,15,9,4,8,1,4,0,0,0,19,39,0
14,4,19017,11,8,2,8,0,4,1,0,0,39,26,0
48,6,7100,1,6,2,4,0,4,1,102,0,58,0,2
6,4,25925,15,9,4,8,1,4,0,0,0,23,39,0
38,4,12764,15,9,0,1,1,1,0,0,0,39,39,0
9,4,13987,8,10,2,1,0,4,1,0,79,44,39,0
8,4,25176,8,10,4,8,3,4,0,0,0,14,39,0
28,0,2033,15,9,2,0,5,2,0,0,0,39,39,0
18,4,20015,15,9,2,3,0,4,1,36,0,39,39,0
19,4,8353,15,9,4,12,1,2,0,0,0,35,39,0
26,7,21803,9,12,2,10,0,4,1,0,0,49,39,0
39,4,10749,11,8,6,8,4,2,0,3,0,19,39,0
25,4,22907,9,12,2,13,0,4,1,0,0,39,39,2
2,4,15573,15,9,4,8,2,4,0,0,0,24,39,0
38,6,16743,11,8,2,14,0,4,1,0,0,70,39,0
25,4,10268,12,13,4,4,1,4,0,109,0,49,39,2
9,4,6440,8,10,4,13,3,4,1,0,0,39,39,0
0,4,24611,2,7,4,6,3,4,1,0,0,19,39,0
25,2,7888,9,12,2,10,5,4,0,0,0,39,39,2
38,4,16251,11,8,2,14,0,4,1,98,0,39,39,2
15,4,22219,15,9,4,1,3,2,0,0,0,39,39,0
12,4,22176,1,6,4,3,3,2,1,0,0,39,14,0
29,7,15667,9,12,2,10,0,4,1,0,0,36,39,0
12,7,26053,9,12,2,4,0,4,1,98,0,39,39,2
5,4,19044,9,12,4,10,4,4,1,0,0,19,39,0
41,6,4059,0,5,2,3,0,4,1,0,0,39,39,0
6,4,9670,11,8,4,14,4,4,1,0,0,49,39,0
22,4,1820,11,8,4,6,1,4,1,0,0,39,39,0
10,4,657,8,10,4,3,3,4,1,0,0,37,39,0
37,4,23221,11,8,2,14,0,4,1,0,0,39,39,2
16,2,7288,9,12,4,10,1,4,0,0,0,44,39,0
29,1,12013,11,8,2,1,5,4,0,0,0,39,39,2
20,4,5404,11,8,4,5,1,2,1,0,0,39,39,0
19,4,5194,11,8,4,8,1,4,0,0,0,17,39,0
42,2,27404,11,8,2,1,5,4,0,0,0,37,39,2
17,2,7219,11,8,0,11,4,4,1,0,0,39,32,0
36,5,8077,10,15,2,4,0,4,1,0,0,69,39,2
34,4,26816,9,12,4,12,1,4,1,0,0,54,39,2
15,4,23085,0,5,5,8,4,4,0,0,0,41,39,0
14,7,23934,15,9,3,8,2,4,1,0,0,39,39,0
5,4,10299,15,9,2,12,5,4,0,0,0,29,11,0
30,6,5708,9,12,0,12,1,4,0,0,0,49,39,0
15,4,15017,11,8,4,7,1,4,1,0,0,39,39,0
9,4,12508,15,9,4,5,1,4,0,0,0,37,39,0
20,4,24995,4,2,5,5,1,4,1,0,0,31,13,0
14,4,20736,11,8,0,3,4,4,1,0,0,54,39,0
20,4,22929,8,10,2,13,5,4,0,0,0,23,39,2
38,4,6855,11,8,4,12,1,4,1,0,0,37,39,0
6,2,23038,8,10,0,13,1,4,1,0,0,55,39,0
19,4,2079,15,9,0,1,4,4,0,0,0,39,39,0
17,4,3254,12,13,2,10,0,4,1,0,0,39,0,0
26,4,19338,9,12,2,12,0,4,1,0,0,49,39,2
37,4,22861,15,9,4,13,1,4,1,0,0,39,39,0
26,7,9842,15,9,2,3,0,4,1,0,0,39,0,0
11,4,16150,8,10,4,7,1,4,0,0,34,41,39,0
23,4,8299,8,10,2,4,0,4,1,0,0,49,39,2
24,6,1920,15,9,2,4,0,4,1,0,0,59,39,0
23,4,20239,9,12,4,12,1,3,0,0,0,54,39,2
25,4,12311,15,9,0,1,1,2,0,0,0,37,39,0
44,6,1127,11,8,2,5,0,4,1,0,78,49,39,0
1,4,19719,2,7,4,7,3,4,1,0,0,29,39,0
42,0,15518,11,8,2,0,0,4,1,0,0,15,39,0
4,0,10115,11,8,4,0,1,4,0,6,0,39,39,0
31,4,5259,8,10,2,13,0,4,1,0,0,49,39,2
24,5,691,9,12,2,13,0,4,1,0,0,39,39,0
1,0,16072,15,9,4,0,3,4,1,0,0,32,39,0
6,4,17883,11,8,4,12,1,4,0,38,0,39,39,0
43,4,636,11,8,2,14,0,4,1,0,0,59,39,2
5,4,11419,15,9,4,8,2,2,1,0,0,19,39,0
44,4,8132,11,8,2,7,0,4,1,0,0,39,39,0
8,4,24602,11,8,4,7,1,2,1,0,0,39,39,0
29,4,4272,12,13,4,13,1,4,1,0,0,34,39,2
26,4,22605,9,12,2,4,0,4,1,0,51,39,9,2
26,4,10601,7,11,0,3,1,4,1,0,0,39,39,0
7,4,5689,11,8,4,8,3,2,1,0,37,29,39,0
51,6,24560,1,6,4,5,4,4,1,0,0,19,39,0
14,4,2057,11,8,0,1,4,4,0,0,0,37,39,0
0,4,15760,1,6,4,12,3,4,0,0,0,19,39,0
15,4,19706,11,8,2,3,0,4,1,81,0,47,39,2
33,0,118,12,13,3,0,2,4,1,0,0,39,39,0
16,4,12347,9,12,2,10,0,4,1,52,0,46,39,2
47,4,22376,9,12,2,10,0,4,1,0,0,39,39,2
3,4,9033,11,8,4,14,3,4,1,0,0,29,39,0
13,4,15446,11,8,5,8,3,4,0,0,0,35,39,0
5,0,18744,15,9,4,0,3,2,1,0,0,39,39,0
26,4,4497,15,9,0,4,1,4,1,0,0,44,39,0
5,4,8902,15,9,4,1,3,4,1,0,0,39,39,0
0,4,739,0,5,4,5,3,4,1,0,0,19,39,0
30,6,4435,11,8,2,8,5,4,0,0,0,73,22,0
24,4,21384,8,10,4,10,1,4,0,0,0,59,39,0
39,4,14707,15,9,2,3,0,4,1,0,0,49,39,2
47,4,12344,11,8,2,14,0,4,1,0,0,44,39,0
30,4,15399,11,8,2,14,0,4,1,0,0,49,39,2
31,4,11991,8,10,4,1,4,4,1,0,0,39,39,0
14,4,12597,12,13,4,10,1,4,0,0,0,45,39,0
12,4,10589,8,10,4,13,3,4,1,0,0,39,39,0
13,4,8163,11,8,6,1,1,4,0,0,0,39,39,0
15,4,6176,11,8,2,4,0,4,1,0,35,59,39,0
40,4,918,11,8,6,14,4,4,1,0,6,41,39,2
45,4,12933,11,8,6,8,1,4,0,0,0,39,39,0
22,4,28417,11,8,5,7,4,4,0,0,0,23,39,0
26,4,19864,15,9,4,1,1,4,1,0,0,24,39,0
7,5,11798,9,12,4,12,3,4,1,0,0,39,39,0
25,0,21617,1,6,2,0,0,4,1,0,0,14,39,0
36,4,15813,15,9,2,1,5,4,0,70,0,39,39,2
9,4,22920,15,9,4,6,3,4,1,0,0,39,39,0
56,6,13410,11,8,2,4,0,4,1,0,0,39,39,0
55,0,394,1,6,6,0,1,4,0,0,0,23,39,0
38,4,5606,11,8,2,7,0,4,1,0,0,39,39,0
8,4,28062,11,8,0,1,1,4,1,0,0,39,39,0
24,4,13842,9,12,0,10,1,4,0,0,0,49,39,2
7,4,24789,9,12,4,4,1,4,1,0,0,49,39,0
46,4,3970,11,8,6,5,1,4,1,0,0,5,39,0
0,4,16350,1,6,4,12,3,4,1,0,0,19,39,0
18,4,8700,15,9,2,3,0,4,1,0,0,49,39,0
34,4,9836,15,9,2,10,0,4,1,0,0,39,39,2
45,2,23473,9,12,6,10,1,4,0,0,0,47,39,0
38,4,26837,11,8,2,3,0,4,1,70,0,39,39,2
26,4,5353,15,9,0,10,1,4,1,0,0,39,39,0
23,2,807,11,8,0,8,1,4,0,0,0,49,39,0
20,4,3991,9,12,2,4,0,4,1,0,0,44,39,2
22,4,8979,9,12,2,3,0,4,1,0,0,39,39,0
14,4,7170,11,8,4,3,3,4,1,0,0,17,39,0
44,4,5026,12,13,6,10,1,4,0,0,0,39,39,2
9,4,4287,8,10,0,1,1,4,0,0,0,54,39,0
29,6,13412,11,8,2,12,0,4,1,0,0,49,39,0
9,4,4699,9,12,4,10,1,4,0,0,0,39,39,0
31,7,25015,10,15,0,10,3,4,1,0,0,49,39,2
17,4,6310,11,8,4,14,3,4,1,0,0,39,39,0
17,2,11927,11,8,4,1,3,4,0,0,0,39,39,0
42,4,9356,11,8,2,8,0,4,1,0,0,39,39,2
17,4,15061,9,12,4,10,3,4,0,0,0,39,39,0
32,4,1261,9,12,4,4,1,4,0,0,0,55,39,2
1,4,18403,1,6,4,1,3,4,0,0,0,19,39,0
26,4,15443,11,8,2,5,0,4,1,0,0,39,26,0
31,4,23196,1,6,2,4,0,4,1,0,0,49,39,0
11,5,9408,15,9,2,4,0,4,1,0,0,69,39,0
16,4,3649,11,8,2,7,0,4,1,0,0,39,39,0
7,4,24285,15,9,4,12,1,4,0,0,0,14,39,0
4,4,2687,0,5,4,6,1,4,1,0,0,39,39,0
0,4,26381,1,6,4,12,3,4,1,0,0,27,39,0
22,4,13229,15,9,2,5,0,4,1,0,0,49,39,2
12,6,22166,9,12,5,10,3,4,1,0,0,39,39,0
27,4,1819,9,12,2,4,0,4,1,0,0,39,39,2
7,4,7409,15,9,4,14,3,4,1,0,0,49,39,0
54,6,9494,12,13,2,12,0,4,1,106,0,39,39,2
34,6,11241,9,12,2,12,0,1,1,0,81,39,3,2
38,4,23058,4,2,0,8,4,2,1,0,0,24,39,0
24,4,15861,9,12,2,4,0,4,1,0,0,59,39,2
6,4,10446,11,8,4,6,4,2,0,0,0,6,39,0
21,4,27294,8,10,0,1,4,4,0,0,0,39,39,0
22,4,7015,11,8,2,14,0,4,1,0,0,39,39,2
2,4,26592,11,8,4,1,1,4,0,0,0,29,39,0
32,4,3176,6,4,0,7,1,4,0,0,0,39,39,0
15,4,22377,9,12,2,1,2,4,1,0,0,39,30,2
10,4,4676,11,8,2,3,0,4,1,0,0,69,39,0
21,4,4591,9,12,2,12,0,4,1,0,0,49,39,2
16,4,21659,15,9,2,3,5,4,0,0,0,59,39,0
46,0,10113,15,9,2,0,0,4,1,0,0,14,39,0
6,4,17334,9,12,4,4,3,4,1,0,0,27,39,0
16,5,10720,15,9,2,3,0,4,1,0,0,59,0,0
37,6,27196,11,8,2,12,0,2,1,0,0,39,39,0
12,4,13373,8,10,0,13,1,4,0,27,0,44,39,0
31,0,9607,15,9,0,0,4,2,0,0,0,29,39,0
18,6,26474,9,12,4,4,1,4,1,0,0,39,39,0
11,4,11635,8,10,2,1,5,1,0,0,0,39,19,0
20,4,14319,9,12,2,10,0,4,1,98,0,49,39,2
25,6,13403,14,14,2,5,0,4,1,0,0,64,39,2
23,4,12382,12,13,2,10,0,4,1,0,0,39,39,0
30,4,25551,15,9,0,12,3,4,1,0,0,54,39,0
5,4,19310,9,12,4,4,3,4,0,0,0,49,39,0
